Frequency (Hz),Channel 1 Magnitude (V),Channel 2 Magnitude (V),Channel 2 Phase (*),CH2/CH1,corrCH1,corrCH2,CH2/CH1,log,DIBUJETI
6.985879747,0.074273599,1.430010259,82.17274256,19.25327819,7.42736E-05,0.000143001,1.925327819,25.69009372,26.45037268
7.575250259,0.077928434,1.544083002,80.82044833,19.81411552,7.79284E-05,0.000154408,1.981411552,25.93949381,26.61860967
8.214343585,0.081541409,1.665768781,79.42919064,20.42850141,8.15414E-05,0.000166577,2.042850141,26.20473018,26.81797694
8.907354639,0.085028555,1.796748853,77.96373247,21.13112291,8.50286E-05,0.000179675,2.113112291,26.49845152,27.01347048
9.658832241,0.088439073,1.935012086,76.46289068,21.87960617,8.84391E-05,0.000193501,2.187960617,26.80079001,27.24564134
10.47370898,0.091676983,2.082269828,74.90322066,22.71311462,9.1677E-05,0.000208227,2.271311462,27.12553385,27.48840028
11.35733358,0.09473397,2.238225988,73.27169189,23.62643508,9.4734E-05,0.000223823,2.362643508,27.46796394,27.75525838
12.31550603,0.097628014,2.402220689,71.58177949,24.60585432,9.7628E-05,0.000240222,2.460585432,27.82076897,28.03906129
13.35451563,0.100305378,2.574621647,69.81749064,25.66783247,0.000100305,0.000257462,2.566783247,28.18778392,28.35334313
14.48118228,0.1027691,2.755302381,67.97702024,26.81061112,0.000102769,0.00027553,2.681061112,28.56613427,28.67684531
15.70290125,0.105035535,2.942845739,66.07572116,28.01762027,0.000105036,0.000294285,2.801762027,28.9486249,29.02432122
17.02769172,0.107102098,3.137065303,64.09859606,29.29041885,0.000107102,0.000313707,2.929041885,29.33451164,29.39072142
18.46424943,0.108939499,3.337811579,62.04793495,30.63913107,0.000108939,0.000333781,3.063913107,29.72552889,29.7682228
20.02200372,0.110605845,3.542499798,59.94082092,32.0281427,0.000110606,0.00035425,3.20281427,30.1106351,30.1609288
21.71117946,0.11208991,3.750413203,57.76899143,33.45897242,0.00011209,0.000375041,3.345897242,30.49025198,30.56576367
23.54286414,0.113397233,3.960213929,55.54882926,34.92337364,0.000113397,0.000396021,3.492337364,30.86232381,30.97502864
25.52908068,0.114561292,4.169784343,53.27309694,36.3978467,0.000114561,0.000416978,3.63978467,31.22151383,31.38792746
27.6828663,0.115570737,4.377946945,50.97666171,37.88110274,0.000115571,0.000437795,3.788110274,31.56845226,31.80631591
30.01835814,0.116456806,4.582539224,48.65480205,39.34969016,0.000116457,0.000458254,3.934969016,31.89882634,32.21837955
32.550886,0.117251279,4.780849184,46.31524318,40.77438849,0.000117251,0.000478085,4.077438849,32.20774913,32.62456962
35.29707303,0.117930858,4.972962732,43.99477105,42.1684607,0.000117931,0.000497296,4.21684607,32.49975496,33.02268648
38.27494479,0.11851407,5.156974914,41.68672382,43.51360894,0.000118514,0.000515697,4.351360894,32.77250209,33.4070198
41.50404758,0.119036453,5.328904848,39.40419142,44.76699954,0.000119036,0.00053289,4.476699954,33.01915974,33.77824392
45.00557676,0.119458353,5.498307386,37.25670401,46.02698121,0.000119458,0.000549831,4.602698121,33.26024983,34.13174418
48.80251584,0.119774751,5.640207752,35.08322601,47.09012311,0.000119775,0.000564021,4.709012311,33.45859652,34.46229157
52.91978736,0.12019409,5.799442757,32.93311536,48.25064818,0.000120194,0.000579944,4.825064818,33.67006304,34.77473781
57.38441648,0.120440319,5.910277154,30.80310399,49.07224773,0.00012044,0.000591028,4.907224773,33.81671902,35.06657723
62.22570837,0.120710107,6.035647407,28.82707322,50.00117694,0.00012071,0.000603565,5.000117694,33.97960454,35.33050093
67.47544053,0.120937837,6.14218316,26.96237086,50.78793614,0.000120938,0.000614218,5.078793614,34.1152113,35.58846732
73.16807143,0.121108318,6.239199949,25.16419258,51.51751777,0.000121108,0.00062392,5.151751777,34.23909859,35.80069827
79.34096666,0.121299827,6.323695412,23.45929351,52.13276536,0.0001213,0.00063237,5.213276536,34.34221525,36.02696745
86.03464417,0.121407231,6.402136299,21.84233175,52.73274287,0.000121407,0.000640214,5.273274287,34.44160723,36.18388935
93.29304026,0.121536092,6.469953873,20.32172219,53.23483549,0.000121536,0.000646995,5.323483549,34.52391833,36.35817686
101.163798,0.121627932,6.5310132,18.87615619,53.69665598,0.000121628,0.000653101,5.369665598,34.59894481,36.50327609
109.6985798,0.121697737,6.585973301,17.51839827,54.11746741,0.000121698,0.000658597,5.411746741,34.66674929,36.63583549
118.9534067,0.121791786,6.631410238,16.25188549,54.44874793,0.000121792,0.000663141,5.444874793,34.71975795,36.74617032
128.9890261,0.12185841,6.673264821,15.07576901,54.76244792,0.000121858,0.000667326,5.476244792,34.76965706,36.85251974
139.8713103,0.121887534,6.711772885,13.96528481,55.06529378,0.000121888,0.000671177,5.506529378,34.81755921,36.94059261
151.6716888,0.121932672,6.74431965,12.92634554,55.31183343,0.000121933,0.000674432,5.531183343,34.85636109,37.02087094
164.4676178,0.121991074,6.772324802,11.95831362,55.51492064,0.000121991,0.000677232,5.551492064,34.88819447,37.09342174
178.3430877,0.122001247,6.798916286,11.04246971,55.72825217,0.000122001,0.000679892,5.572825217,34.92150845,37.15014101
193.389175,0.122047348,6.821080936,10.193818,55.88880925,0.000122047,0.000682108,5.588880925,34.94649714,37.20353306
209.7046401,0.122061538,6.841526917,9.415367101,56.0498172,0.000122062,0.000684153,5.60498172,34.97148401,37.25478836
227.3965752,0.122086177,6.859279668,8.676263241,56.18391744,0.000122086,0.000685928,5.618391744,34.99224034,37.29630636
246.5811076,0.122106832,6.873715357,7.988058498,56.29263515,0.000122107,0.000687372,5.629263515,35.00903158,37.33036808
267.3841616,0.12213321,6.88808996,7.344408667,56.39817353,0.000122133,0.000688809,5.639817353,35.02530079,37.36601404
289.9422854,0.122137864,6.900502221,6.738687058,56.49764935,0.000122138,0.00069005,5.649764935,35.04060758,37.39275194
314.4035472,0.122158114,6.91183124,6.170797959,56.58102427,0.000122158,0.000691183,5.658102427,35.0534161,37.41948789
340.928507,0.122129848,6.923001825,5.638047774,56.68558475,0.00012213,0.0006923,5.668558475,35.06945262,37.44169717
369.6912707,0.12215266,6.931309301,5.151488647,56.74300748,0.000122153,0.000693131,5.674300748,35.07824701,37.45966379
400.8806329,0.122176709,6.939833388,4.673145838,56.80160676,0.000122177,0.000693983,5.680160676,35.08721242,37.47707184
434.7013158,0.122167934,6.947408969,4.220519269,56.86769623,0.000122168,0.000694741,5.686769623,35.0973127,37.49345011
471.3753134,0.122191006,6.952702413,3.789430953,56.90027944,0.000122191,0.00069527,5.690027944,35.10228798,37.50715523
511.1433483,0.122184811,6.958341603,3.397062891,56.94931733,0.000122185,0.000695834,5.694931733,35.10977045,37.5243143
554.2664521,0.122211739,6.96350531,3.013319614,56.97902137,0.000122212,0.000696351,5.697902137,35.11429972,37.5337243
601.0276782,0.122176172,6.969051506,2.629232667,57.04100409,0.000122176,0.000696905,5.704100409,35.12374324,37.54331729
651.7339605,0.122211834,6.972161157,2.294030913,57.049804,0.000122212,0.000697216,5.7049804,35.12508313,37.55412459
706.7181274,0.122212922,6.97507428,1.947922707,57.07313229,0.000122213,0.000697507,5.707313229,35.12863416,37.55944814
766.3410868,0.122226731,6.97698152,1.624969499,57.08228826,0.000122227,0.000697698,5.708228826,35.13002749,37.56745438
830.9941949,0.12224914,6.978177574,1.282172527,57.08160856,0.000122249,0.000697818,5.708160856,35.12992406,37.5723007
901.1018252,0.122244509,6.97978723,0.948638546,57.09693881,0.000122245,0.000697979,5.709693881,35.13225649,37.58240526
977.1241535,0.122261552,6.98008697,0.634761714,57.09143103,0.000122262,0.000698009,5.709143103,35.13141858,37.58383895
1059.560179,0.122263545,6.980233233,0.33268499,57.09169668,0.000122264,0.000698023,5.709169668,35.131459,37.58763855
1148.951,0.122266228,6.979262397,0.027081656,57.0825037,0.000122266,0.000697926,5.70825037,35.13006027,37.58912941
1245.883364,0.122265162,6.978488555,-0.266261874,57.07667215,0.000122265,0.000697849,5.707667215,35.12917287,37.58901875
1350.993521,0.122259937,6.977500408,-0.596019711,57.07102915,0.00012226,0.00069775,5.707102915,35.12831408,37.59151445
1464.971398,0.122306849,6.97224297,-0.885115393,57.00615296,0.000122307,0.000697224,5.700615296,35.11843468,37.59061788
1588.565129,0.122311997,6.968755648,-1.185230418,56.97524199,0.000122312,0.000696876,5.697524199,35.11372357,37.59066112
1722.585965,0.122312904,6.964416404,-1.538786455,56.93934323,0.000122313,0.000696442,5.693934323,35.10824907,37.58916449
1867.913599,0.122333609,6.95747551,-1.853399603,56.87296853,0.000122334,0.000695748,5.687296853,35.09811794,37.58821498
2025.501939,0.122337633,6.951774148,-2.176203472,56.82449451,0.000122338,0.000695177,5.682449451,35.09071162,37.58729607
2196.385372,0.122392346,6.942217812,-2.527740851,56.72101263,0.000122392,0.000694222,5.672101263,35.07487951,37.5767251
2381.685552,0.122431856,6.93249025,-2.85184693,56.6232554,0.000122432,0.000693249,5.66232554,35.05989669,37.57168422
2582.618761,0.122469714,6.922401249,-3.200823112,56.52337235,0.00012247,0.00069224,5.652337235,35.0445613,37.5658265
2800.503894,0.122516937,6.910359385,-3.584148583,56.40329849,0.000122517,0.000691036,5.640329849,35.02609005,37.5549862
3036.771118,0.122584827,6.897071901,-3.953476711,56.26366734,0.000122585,0.000689707,5.626366734,35.00456073,37.54706143
3292.971255,0.122603183,6.885384857,-4.341635867,56.15991913,0.000122603,0.000688538,5.615991913,34.98852948,37.53012108
3570.785965,0.122702231,6.868534996,-4.725257002,55.97726241,0.000122702,0.000686853,5.597726241,34.96023311,37.51408945
3872.038782,0.122770915,6.853210927,-5.122529016,55.82112781,0.000122771,0.000685321,5.582112781,34.93597213,37.4976806
4198.707084,0.122852074,6.837736205,-5.55952579,55.65828875,0.000122852,0.000683774,5.565828875,34.91059699,37.47791635
4552.935075,0.12294169,6.821161986,-5.997417516,55.48290423,0.000122942,0.000682116,5.548290423,34.88318372,37.45487998
4937.047853,0.12305762,6.804480224,-6.475406956,55.29507427,0.000123058,0.000680448,5.529507427,34.85372891,37.43772654
5353.566677,0.123212984,6.784555273,-6.959126515,55.0636392,0.000123213,0.000678456,5.50636392,34.81729822,37.40744942
5805.225516,0.123337194,6.767197539,-7.461405032,54.86745178,0.000123337,0.00067672,5.486745178,34.78629581,37.38149018
6294.98899,0.123244202,6.749665984,-8.016137808,54.76660057,0.000123244,0.000674967,5.476660057,34.77031569,37.35433878
6826.071834,0.123689064,6.729210753,-8.597115894,54.40425008,0.000123689,0.000672921,5.440425008,34.71265657,37.32500658
7401.959997,0.123856012,6.709056677,-9.234953666,54.16819556,0.000123856,0.000670906,5.416819556,34.67488737,37.29348994
8026.433522,0.124051343,6.686986692,-9.916191715,53.90499245,0.000124051,0.000668699,5.390499245,34.63257979,37.25450909
8703.591361,0.124383704,6.664286442,-10.62983719,53.57845285,0.000124384,0.000666429,5.357845285,34.57980337,37.22133652
9437.878278,0.124751396,6.642550737,-11.42074297,53.24630404,0.000124751,0.000664255,5.324630404,34.52578935,37.20423779
10234.11402,0.125134565,6.616912479,-12.25426811,52.87837535,0.000125135,0.000661691,5.287837535,34.46556207,37.14254253
11097.52496,0.125576452,6.585784752,-13.21149727,52.44442447,0.000125576,0.000658578,5.244442447,34.39398648,37.10212949
12033.77841,0.126213579,6.551250678,-14.16439118,51.90606832,0.000126214,0.000655125,5.190606832,34.30436268,37.05686038
13049.01978,0.126842955,6.514659467,-15.23967579,51.36004171,0.000126843,0.000651466,5.136004171,34.21250736,37.00038961
14149.91297,0.127540905,6.475562416,-16.40247655,50.77243594,0.000127541,0.000647556,5.077243594,34.11256001,36.94259461
15343.68409,0.12832201,6.431946777,-17.60949148,50.12348856,0.000128322,0.000643195,5.012348856,34.0008258,36.87815141
16638.16886,0.129296457,6.38095371,-18.90683856,49.35134214,0.000129296,0.000638095,4.935134214,33.86597936,36.80156553
18041.86409,0.130449264,6.324345418,-20.33256073,48.48126544,0.000130449,0.000632435,4.848126544,33.71147894,36.70566807
19563.98344,0.131869328,6.253374245,-21.83303517,47.42099139,0.000131869,0.000625337,4.742099139,33.51941258,36.60738287
21214.51785,0.133386625,6.177579615,-23.44935423,46.31333639,0.000133387,0.000617758,4.631333639,33.31412137,36.50043921
23004.3012,0.13523792,6.093233689,-25.09259456,45.05565945,0.000135238,0.000609323,4.505565945,33.07498701,36.38088361
24945.08135,0.137187935,6.004107852,-26.89152924,43.76556752,0.000137188,0.000600411,4.376556752,32.82265129,36.23659792
27049.5973,0.139571418,5.900297935,-28.77000578,42.27439978,0.000139571,0.00059003,4.227439978,32.521549,36.07128247
29331.66278,0.142454527,5.780392402,-30.72222688,40.57710569,0.000142455,0.000578039,4.057710569,32.16562132,35.86577146
31806.25693,0.14558638,5.653583441,-32.75002565,38.83318921,0.000145586,0.000565358,3.883318921,31.78406118,35.64610986
34489.6226,0.149243831,5.511593141,-34.88122128,36.93012359,0.000149244,0.000551159,3.693012359,31.34761522,35.3902361
37399.37302,0.153290061,5.361126603,-37.0560008,34.97373914,0.00015329,0.000536113,3.497373914,30.87484133,35.12023688
40554.60736,0.15811964,5.192893864,-39.28669751,32.84154867,0.00015812,0.000519289,3.284154867,30.32847257,34.79805743
43976.03609,0.163561521,5.0213995,-41.4987026,30.70037168,0.000163562,0.00050214,3.070037168,29.74287267,34.41721482
47686.11698,0.169350779,4.839064788,-43.79899115,28.57421044,0.000169351,0.000483906,2.857421044,29.11948478,34.00894546
51709.20243,0.17644146,4.646255333,-46.14157243,26.3331267,0.000176441,0.000464626,2.63331267,28.41004858,33.54194829
56071.69938,0.184313512,4.441330927,-48.32239152,24.09661061,0.000184314,0.000444133,2.409661061,27.63911919,33.03608022
60802.24262,0.193156536,4.235160289,-50.64705596,21.92605224,0.000193157,0.000423516,2.192605224,26.81920889,32.45146565
65931.88271,0.202220075,4.035218763,-52.80076772,19.95459042,0.00020222,0.000403522,1.995459042,26.00085636,31.82487375
71494.28987,0.212930241,3.82093105,-54.99343928,17.9445204,0.00021293,0.000382093,1.79445204,25.07863711,31.15784871
77525.97489,0.224592495,3.616010068,-57.07717495,16.1003157,0.000224592,0.000361601,1.61003157,24.13668784,30.39875198
84066.52886,0.237665723,3.40573899,-59.03577207,14.32995448,0.000237666,0.000340574,1.432995448,23.12489622,29.57385754
91158.883,0.251652385,3.204104809,-60.99746113,12.73226481,0.000251652,0.00032041,1.273226481,22.09811325,28.69655351
98849.59047,0.267180255,3.007587148,-62.8914846,11.25677176,0.00026718,0.000300759,1.125677176,21.02827721,27.82091631
107189.1319,0.283883887,2.813370064,-64.63858823,9.910284427,0.000283884,0.000281337,0.991028443,19.92172238,26.83414171
116232.2469,0.302196677,2.628911279,-66.24202099,8.699338818,0.000302197,0.000262891,0.869933882,18.78972492,25.82625598
126038.293,0.321356791,2.452419968,-67.77537499,7.631455254,0.000321357,0.000245242,0.763145525,17.65214724,24.74363895
136671.6356,0.342182543,2.284170085,-69.22036147,6.675296955,0.000342183,0.000228417,0.667529696,16.48941181,23.64498118
148202.0706,0.363933175,2.127272203,-70.57327434,5.845227495,0.000363933,0.000212727,0.58452275,15.33602837,22.50025662
160705.2818,0.387312629,1.975176498,-71.81978052,5.099695575,0.000387313,0.000197518,0.509969558,14.15088504,21.31624295
174263.3386,0.41143162,1.833289027,-72.95084995,4.455877814,0.000411432,0.000183329,0.445587781,12.97866547,20.10500566
188965.234,0.437450604,1.699784073,-74.06169324,3.885659448,0.000437451,0.000169978,0.388565945,11.7892947,18.88779755
204907.469,0.46423625,1.574764188,-75.00789088,3.392161184,0.000464236,0.000157476,0.339216118,10.6095296,17.64367063
222194.6861,0.491124233,1.458994364,-75.8576603,2.970723632,0.000491124,0.000145899,0.297072363,9.457245021,16.40955036
240940.356,0.518683777,1.349679168,-76.62058503,2.602123353,0.000518684,0.000134968,0.260212335,8.306557608,15.14144699
261267.5226,0.546088291,1.250894169,-77.43135874,2.290644553,0.000546088,0.000125089,0.229064455,7.19915407,13.88717205
283309.6102,0.574347881,1.156987824,-78.02307648,2.014437351,0.000574348,0.000115699,0.201443735,6.083075306,12.61454533
307211.2999,0.601256847,1.072743295,-78.67253412,1.784168116,0.000601257,0.000107274,0.178416812,5.028715482,11.35219668
333129.4788,0.628058884,0.992460222,-79.14810128,1.580202505,0.000628059,9.9246E-05,0.158020251,3.974254921,10.11925217
361234.27,0.654666876,0.916078503,-79.54289192,1.399304801,0.000654667,9.16079E-05,0.13993048,2.918246486,8.888016641
391710.1491,0.68122206,0.845179946,-80.04624027,1.240681998,0.000681222,8.4518E-05,0.1240682,1.873209613,7.703094855
424757.1553,0.705037055,0.782130979,-80.22701675,1.109347336,0.000705037,7.82131E-05,0.110934734,0.901350897,6.508890578
460592.2041,0.728485481,0.722869671,-80.64226955,0.992291116,0.000728485,7.2287E-05,0.099229112,-0.067217935,5.380725566
499450.5116,0.750229089,0.668461988,-80.91913759,0.891010489,0.000750229,6.68462E-05,0.089101049,-1.002343669,4.252452765
541587.1378,0.770619927,0.616388993,-81.13202673,0.799861217,0.00077062,6.16389E-05,0.079986122,-1.939707205,3.12252374
587278.6613,0.788940958,0.56960969,-81.24602012,0.721992798,0.000788941,5.6961E-05,0.07219928,-2.829342695,2.004334285
636824.9945,0.806487635,0.525680184,-81.36331335,0.651814313,0.000806488,5.2568E-05,0.065181431,-3.717522145,0.96444546
690551.352,0.820780033,0.485324122,-81.30301146,0.591296209,0.00082078,4.85324E-05,0.059129621,-4.563898107,-0.07192319
748810.3858,0.834861238,0.447648506,-81.26239106,0.536195101,0.000834861,4.47649E-05,0.05361951,-5.413543169,-1.072507725
811984.4993,0.845643923,0.413371715,-81.18022528,0.488824793,0.000845644,4.13372E-05,0.048882479,-6.216935504,-2.075486709
880488.3582,0.858150925,0.383028238,-81.20240927,0.446341345,0.000858151,3.83028E-05,0.044634134,-7.006657652,-3.027396684
954771.6114,0.866731218,0.35402977,-80.86695524,0.408465465,0.000866731,3.5403E-05,0.040846547,-7.776893119,-3.977748695
1035321.843,0.875729886,0.325731665,-80.73954366,0.371954492,0.00087573,3.25732E-05,0.037195449,-8.590203851,-4.883370974
1122667.774,0.882332025,0.301280842,-80.46204126,0.341459715,0.000882332,3.01281E-05,0.034145972,-9.333210518,-5.79249119
1217382.728,0.887846754,0.277901112,-80.02241715,0.31300572,0.000887847,2.77901E-05,0.031300572,-10.08895453,-6.65212099
1320088.401,0.892675289,0.256905791,-79.60115757,0.287793102,0.000892675,2.56906E-05,0.02877931,-10.81839239,-7.497123687
1431458.938,0.895804828,0.237450925,-79.02599406,0.265069932,0.000895805,2.37451E-05,0.026506993,-11.53279066,-8.321275638
1552225.357,0.89869799,0.219882768,-78.68031397,0.244668143,0.000898698,2.19883E-05,0.024466814,-12.22845149,-9.191518121
1683180.353,0.900605341,0.202519163,-77.98188525,0.224870045,0.000900605,2.02519E-05,0.022487004,-12.96136787,-9.986535255
1825183.494,0.899566795,0.187917695,-77.09248018,0.20889799,0.000899567,1.87918E-05,0.020889799,-13.60131479,-10.79518135
1979166.868,0.900880865,0.17428725,-76.32772045,0.19346315,0.000900881,1.74287E-05,0.019346315,-14.26803491,-11.57567986
2146141.198,0.90059474,0.160293097,-75.5685954,0.177985824,0.000900595,1.60293E-05,0.017798582,-14.99229172,-12.34008601
2327202.479,0.898107295,0.149219412,-74.59089247,0.166148758,0.000898107,1.49219E-05,0.016614876,-15.590058,-13.0844431
2523539.17,0.896171732,0.138064306,-73.89744265,0.154060099,0.000896172,1.38064E-05,0.01540601,-16.24619653,-13.86866363
2736439.997,0.892031954,0.127997368,-72.4519093,0.143489668,0.000892032,1.27997E-05,0.014348967,-16.86358741,-14.55340683
2967302.408,0.887225619,0.119018645,-71.33798574,0.134146989,0.000887226,1.19019E-05,0.013414699,-17.44838144,-15.26679735
3217641.75,0.880951673,0.110482936,-69.96048372,0.125413164,0.000880952,1.10483E-05,0.012541316,-18.03313754,-16.04175214
3489101.213,0.874340159,0.103041888,-68.67612249,0.11785103,0.00087434,1.03042E-05,0.011785103,-18.57333236,-16.68136206
3783462.617,0.865846746,0.096356953,-66.96642683,0.111286384,0.000865847,9.6357E-06,0.011128638,-19.07115937,-17.38343029
4102658.106,0.856780017,0.089962854,-65.74334907,0.105001112,0.00085678,8.99629E-06,0.010500111,-19.57612206,-18.04403853
4448782.831,0.843049378,0.08439837,-63.84126465,0.100110826,0.000843049,8.43984E-06,0.010011083,-19.99037908,-18.66976814
4824108.704,0.833853872,0.078886135,-62.91815785,0.094604268,0.000833854,7.88861E-06,0.009460427,-20.48178544,-19.29545717
5231099.308,0.818675737,0.074334385,-60.78595258,0.090798324,0.000818676,7.43344E-06,0.009079832,-20.83844337,-19.87346563
5672426.068,0.804235488,0.069156659,-58.53886826,0.085990559,0.000804235,6.91567E-06,0.008599056,-21.31098457,-20.40614053
6150985.789,0.787806507,0.065442311,-57.05260174,0.083069016,0.000787807,6.54423E-06,0.008306902,-21.6112187,-20.9464506
6669919.663,0.7665102,0.061579665,-54.61838687,0.080337698,0.00076651,6.15797E-06,0.00803377,-21.90161233,-21.38970562
7232633.896,0.749248599,0.058385725,-53.01134242,0.077925705,0.000749249,5.83857E-06,0.007792571,-22.16638517,-21.91551042
7842822.061,0.72807555,0.055578272,-48.88265585,0.076335858,0.000728076,5.55783E-06,0.007633586,-22.34542822,-22.29713441
8504489.342,0.709256674,0.052391184,-48.73444007,0.073867735,0.000709257,5.23912E-06,0.007386774,-22.6309043,-22.80275349
9221978.823,0.686249031,0.050418076,-47.53617733,0.073469067,0.000686249,5.04181E-06,0.007346907,-22.67790946,-23.12400401
10000000,0.666871612,0.047412499,-45.38818184,0.071096892,0.000666872,4.74125E-06,0.007109689,-22.96298773,-23.43472519
