#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35FCC
#Date Time: 2019-09-20 13:09:45.679
#Start: 1 Hz
#Stop: 1e+07 Hz
#Steps: 200
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.42537 V
#Offset: 0.000183761 V
#Relative: no
#Channel: Channel 2
#Range: 5.47028 V
#Offset: -7.92091e-07 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (V),Channel 2 Magnitude (V),Channel 2 Phase (*)
240940.3560239525,0.5186837766282744,1.34967916820369,-76.62058502967477
261267.5225563329,0.5460882910413765,1.250894169324528,-77.43135873776441
283309.6101839327,0.5743478808740362,1.156987823552575,-78.02307648306247
307211.2998861756,0.6012568465270571,1.072743295247462,-78.67253411961565
333129.4787934672,0.6280588840280523,0.9924602221161408,-79.14810128112929
361234.269970943,0.6546668761400983,0.9160785030273683,-79.5428919166859
391710.149080926,0.6812220598012323,0.8451799459744177,-80.04624027121547
424757.1552536903,0.7050370550261656,0.7821309788783275,-80.22701675166675
460592.2041145104,0.7284854807148736,0.7228696708630669,-80.64226955473251
499450.5115855138,0.7502290893479431,0.6684619877206961,-80.91913759482773
541587.137807947,0.7706199272846788,0.6163889931143097,-81.13202672554652
587278.6613189484,0.7889409584563811,0.5696096897935482,-81.24602011669236
636824.9944718593,0.8064876347392941,0.5256801835440124,-81.36331335209479
690551.3520162323,0.8207800332043411,0.4853241221200597,-81.30301145800102
748810.3857590018,0.8348612382967453,0.4476485058658118,-81.26239105670348
811984.4993184009,0.8456439228078636,0.4133717152726475,-81.18022528113222
880488.3581643464,0.8581509251408279,0.3830282378076137,-81.20240926893314
954771.6114208066,0.8667312183473806,0.3540297704709747,-80.86695524426804
1035321.843295661,0.875729886162981,0.3257316645603926,-80.73954365511361
1122667.773510813,0.8823320252881113,0.3012808422928366,-80.46204125942123
1217382.727739661,0.8878467542392323,0.2779011121821486,-80.02241715437427
1320088.400831418,0.8926752888914542,0.256905790513855,-79.6011575727058
1431458.93752348,0.8958048280389743,0.2374509249924113,-79.02599406220941
1552225.357427049,0.8986979898457221,0.219882768100066,-78.68031396562438
1683180.353330956,0.9006053409198246,0.202519163284501,-77.98188525070161
1825183.494319043,0.8995667951376726,0.1879176950327788,-77.09248017849251
1979166.867853557,0.9008808646493237,0.1742872497637088,-76.32772045094737
2146141.197858405,0.9005947395186399,0.1602930969733955,-75.56859539925608
2327202.478960411,0.8981072946533494,0.1492194117755443,-74.59089246952325
2523539.170434765,0.8961717321612842,0.1380643059847979,-73.89744264872127
2736439.99707467,0.8920319535721487,0.1279973684631315,-72.45190930116455
2967302.408188869,0.8872256194710382,0.1190186450748931,-71.33798573790443
3217641.750250738,0.8809516725254518,0.1104829361661648,-69.96048372491781
3489101.213406776,0.8743401590165567,0.1030418881237046,-68.67612248500788
3783462.617131927,0.8658467459943534,0.09635695349299148,-66.96642683338365
4102658.105827191,0.8567800174642889,0.08996285427079165,-65.7433490669019
4448782.831127585,0.843049378048948,0.08439836982594334,-63.8412646506864
4824108.704165372,0.833853872493765,0.07888613491415847,-62.91815784759117
5231099.308056266,0.8186757367435334,0.07433438464128331,-60.78595258199701
5672426.068491975,0.8042354884325038,0.06915665910214938,-58.53886825992753
6150985.7885805,0.7878065071096736,0.06544231118482441,-57.05260173770387
6669919.663030121,0.7665101998959667,0.06157966498964022,-54.6183868725596
7232633.896483539,0.7492485993168545,0.05838572549964727,-53.01134241748368
7842822.061337685,0.7280755498728333,0.05557827150853399,-48.88265585245952
8504489.341802673,0.7092566743779363,0.05239118439396427,-48.73444007451558
9221978.823334325,0.6862490305280167,0.05041807624325125,-47.53617733294209
10000000,0.6668716119794362,0.04741249869603077,-45.38818184123211
